Customer ID,Full Name,Date of Birth,Gender,Annual Income,Previous Investment Experience,Amount to Invest,Expected Rate of Return,Term of Investment,Retirement Goals,Employment Type,Investor Type,Investor Type Encoded,Cluster,Cluster Label
e9393b04-474f-40de-a8cf-f250dbf941ff,Jeffrey Davis,2001-10-18,Other,945822,Yes,72326,5-10%,Short Term,Building an emergency fund,Retired,Moderate,1,0,M
473743ec-7bf4-4ffb-ba34-b616ff98a545,Tammy Shah,1989-02-07,Other,627130,No,434480,>10%,Short Term,Securing a comfortable retirement,Retired,Moderate,1,0,M
2d4a6276-ea10-41a2-aa5c-70ab47445406,Ashley House,1965-11-24,Female,373465,Yes,275491,5-10%,Short Term,Investing in a business venture,Self-Employed,Aggressive,2,1,H
7284b05b-f84a-4b6e-bd3e-6847f3d06e17,Michael Erickson,2003-09-09,Male,1184866,No,451660,<5%,Short Term,Building an emergency fund,Employed,Aggressive,2,1,H
8fbd263b-e7a3-4d8b-b699-8b91ddbe474d,Matthew Taylor,1970-12-27,Female,1853699,No,75820,5-10%,Short Term,Buying a house,Retired,Moderate,1,0,M
0b9b6ab6-4dda-457f-a69c-9d7d34a35487,Rachel Glass,1965-08-12,Other,799130,No,215096,<5%,Short Term,Saving for vacation,Retired,Moderate,1,0,M
57b4130e-9384-4eab-9812-555b3e4573c7,Deborah Garrett,1974-12-25,Other,657357,Yes,488676,5-10%,Short Term,Securing a comfortable retirement,Employed,Aggressive,2,1,H
f140dc24-3de5-42fe-82a1-31919135890d,Ricky Gonzalez,1966-09-18,Female,44799,No,249831,5-10%,Short Term,Buying a house,Self-Employed,Aggressive,2,1,H
061aac64-0997-4a73-8c65-a8c273ed41cc,Sean White,1987-02-05,Female,1748370,Yes,381162,>10%,Short Term,Building an emergency fund,Self-Employed,Aggressive,2,1,H
e6075443-0dd1-4454-9082-f0a79cf124b5,Lisa Banks,1965-12-02,Other,1926232,No,444272,>10%,Short Term,Investing in a business venture,Self-Employed,Aggressive,2,1,H
840fdd30-fe68-40e6-8e65-2843cf625e98,Timothy Obrien,1975-06-05,Female,797505,No,389047,5-10%,Medium Term,Saving for vacation,Unemployed,Aggressive,2,1,H
cf531bec-9113-41a0-aa86-23b5b4ae6faa,Kristin Lindsey,1964-01-06,Male,331857,Yes,278235,5-10%,Medium Term,Building an emergency fund,Retired,Moderate,1,0,M
a2393d02-5236-4ee1-b363-488e6ebdc551,Tanya Smith,1985-03-12,Other,1744018,Yes,124431,>10%,Long Term,Buying a house,Unemployed,Aggressive,2,1,H
902e5315-2bd8-47b0-bd84-08d85fdcb0a2,Laura Zamora,1997-04-16,Female,597905,Yes,158679,5-10%,Short Term,Paying off college debt,Employed,Aggressive,2,1,H
98d6bc3b-771c-4ac9-bb64-c705edde10b7,Molly Baker,1984-05-12,Female,1906839,No,448242,>10%,Long Term,Buying a house,Self-Employed,Aggressive,2,1,H
f7c5b88c-c97b-47e3-9020-77a9a07e0e9a,Michele Lawson,1998-08-31,Other,1594035,No,195705,<5%,Short Term,Investing in a business venture,Employed,Moderate,1,0,M
59ff67d5-f513-47ec-9875-025785e8b554,Jeffrey Schmitt,2002-02-27,Female,1941846,No,210361,5-10%,Short Term,Saving for children's education,Self-Employed,Aggressive,2,1,H
9c8a598a-56fa-4e97-9fbf-a64e0fa548e5,Kelly Vasquez,1990-07-14,Male,1019905,No,105732,5-10%,Medium Term,Securing a comfortable retirement,Self-Employed,Moderate,1,0,M
23d0495c-8d73-4bdc-b0ca-ea1d1f7a7f27,Paige Lewis,1994-09-27,Male,1959151,No,145472,<5%,Long Term,Buying a house,Unemployed,Moderate,1,0,M
ff391c43-e94a-47da-b3f3-facce6f4d152,Dr. Krystal Young,1996-05-09,Male,1241536,No,379276,>10%,Long Term,Saving for vacation,Retired,Aggressive,2,1,H
7da4f2fc-4cf5-4eb8-9c48-467c405af2e3,Jay Lee,1975-01-31,Other,181171,No,99907,<5%,Short Term,Paying off college debt,Retired,Moderate,1,0,M
4be5ab06-e007-48ed-9451-64b8dcdc1ae9,Zoe Sanchez,1969-12-03,Female,1112534,No,381847,5-10%,Medium Term,Saving for vacation,Employed,Aggressive,2,1,H
dc2c0556-509b-43be-abea-a71f3b81c6d8,Kara Baker,1960-12-10,Male,1783873,Yes,407564,<5%,Long Term,Securing a comfortable retirement,Employed,Moderate,1,0,M
8d836b5d-1e17-4963-8c86-005f5204dd6d,Deborah Freeman,1988-09-23,Female,1503184,Yes,188360,<5%,Long Term,Investing in a business venture,Self-Employed,Moderate,1,0,M
852aa4fe-9a49-4cab-bc2b-a1ce9a13008a,Anne Quinn,1968-10-16,Female,129829,No,170602,>10%,Short Term,Building an emergency fund,Employed,Moderate,1,0,M
3918ad26-7af6-45f5-adeb-8476b9dbb8b9,Brandon West,1991-02-04,Other,890240,Yes,207324,5-10%,Medium Term,Saving for children's education,Employed,Aggressive,2,1,H
51e50124-85c6-4f0a-b8e5-d27c6e3dc0ca,Katrina Molina,1988-05-04,Male,1309634,No,365215,>10%,Medium Term,Saving for vacation,Self-Employed,Aggressive,2,1,H
763e09b1-0d63-4df6-8790-a91bfa1f899f,Jessica Carpenter,1974-08-13,Female,683002,Yes,246415,<5%,Short Term,Saving for vacation,Unemployed,Aggressive,2,1,H
c25a74c2-c37e-44b0-a416-c73b382a69cd,Richard Hansen,1972-02-09,Other,1409578,Yes,158579,<5%,Short Term,Paying off college debt,Employed,Aggressive,2,1,H
9f3fb485-ac55-4fa0-9a0d-501a66b8e1e5,Alexis Mcdowell,2004-06-06,Male,1191724,No,418221,<5%,Medium Term,Saving for children's education,Unemployed,Aggressive,2,1,H
0cd1eb22-7e91-4d28-aba4-365e6ff6bdde,Michael Walker,1994-10-15,Male,684352,Yes,217853,>10%,Medium Term,Buying a house,Retired,Aggressive,2,1,H
793de00e-73d7-4420-82cf-eb7f75c97fa1,Amanda Saunders,1983-10-12,Other,71105,Yes,36655,>10%,Long Term,Paying off college debt,Self-Employed,Aggressive,2,1,H
228a9fc9-346a-4346-bf0f-55442fdf11ea,Phillip Weber,1970-05-22,Other,259689,No,289036,>10%,Short Term,Buying a house,Retired,Aggressive,2,1,H
cb5da789-fdc4-4e1b-8840-d13d2d85ab9b,Denise Fox,1999-05-10,Other,444987,Yes,335991,5-10%,Medium Term,Paying off college debt,Retired,Aggressive,2,1,H
73fd745e-54be-448e-9ee4-4df969ffd014,Jared Torres,1978-01-05,Other,286115,Yes,86612,>10%,Short Term,Saving for children's education,Retired,Aggressive,2,1,H
e59e1d52-e9bc-4985-ad99-034655a53889,Ronald Huerta,1984-03-27,Other,303207,No,164048,5-10%,Short Term,Saving for vacation,Unemployed,Aggressive,2,1,H
1027542b-24e1-4b66-9e47-3cb83a538902,Ryan Guerra,2001-01-27,Other,393559,No,329299,>10%,Long Term,Saving for vacation,Retired,Aggressive,2,1,H
ee372b4f-b045-4fae-a568-a022ff5230f4,James Armstrong,1961-02-28,Female,692306,Yes,440120,>10%,Medium Term,Building an emergency fund,Employed,Moderate,1,0,M
ae805d95-e453-43a7-b9fa-4fb285fc78ab,Ashley Tran,1979-03-11,Male,1701210,No,436024,<5%,Short Term,Buying a house,Self-Employed,Aggressive,2,1,H
062be4d4-3099-45e0-a2bc-536cbb5c6a7f,Tammie Aguirre,1988-06-24,Female,1856764,No,221536,>10%,Long Term,Saving for vacation,Unemployed,Aggressive,2,1,H
08c72d63-48de-4eb1-bfc7-156f322b3932,Richard Ramirez,1967-08-22,Other,354746,No,441952,>10%,Long Term,Paying off college debt,Self-Employed,Aggressive,2,1,H
85b188c0-3498-495c-95f9-847574676121,John Martinez,1975-08-02,Male,800549,Yes,194955,>10%,Long Term,Saving for children's education,Self-Employed,Moderate,1,0,M
e9fdd8db-eb12-498c-b195-aea047ebacb6,Justin Cervantes,1981-06-30,Female,149625,Yes,27103,<5%,Short Term,Paying off college debt,Unemployed,Aggressive,2,1,H
e102a09f-0ea1-40b9-b2a5-95407af6d58b,James Santos,1976-06-10,Female,69854,No,288290,<5%,Medium Term,Paying off college debt,Self-Employed,Aggressive,2,1,H
7caf3f68-d778-4381-930a-2fdd6d927551,Adam Lamb,1991-03-24,Other,1704941,No,18270,5-10%,Long Term,Paying off college debt,Employed,Aggressive,2,1,H
32bff88b-7080-459c-9010-a31c00c647d4,Angela Gonzalez,1968-03-18,Male,246187,Yes,132383,<5%,Short Term,Saving for children's education,Retired,Moderate,1,0,M
189e44ad-3a75-4af4-a78e-086f78a4073f,Tracy Wells,1994-05-30,Male,997945,No,23764,5-10%,Medium Term,Investing in a business venture,Self-Employed,Moderate,1,0,M
76abec2a-719c-45b0-8dd3-59e01e6d0020,Joshua Smith,1965-06-20,Female,761918,Yes,139848,>10%,Long Term,Securing a comfortable retirement,Self-Employed,Conservative,0,2,L
52e7f479-cc97-4ed9-a1b4-05c645a733c4,Brianna Barnett,1965-09-13,Other,1223369,No,425967,5-10%,Short Term,Building an emergency fund,Retired,Moderate,1,0,M
bcd0e690-043e-40d6-92ac-3553692bfc84,Brandon Bass,1998-03-22,Female,1858874,Yes,479476,<5%,Short Term,Investing in a business venture,Employed,Aggressive,2,1,H
da716498-b7b2-4e87-8908-9c01402a088b,Nichole Landry,1969-11-02,Male,190157,No,13834,>10%,Long Term,Saving for children's education,Self-Employed,Moderate,1,0,M
eee183f0-ba7f-498b-9eb7-decff11be328,Richard Douglas,1969-07-17,Female,1661308,Yes,363243,<5%,Medium Term,Saving for vacation,Self-Employed,Aggressive,2,1,H
81c6356b-8df2-4a6f-8fd6-a23211d1d1af,Kristen Hamilton,1961-05-28,Other,1337873,Yes,239900,<5%,Long Term,Saving for children's education,Self-Employed,Moderate,1,0,M
fceaa34e-f9f1-4a08-b9a2-2e893005bc75,Michelle Sherman,1977-09-10,Male,311799,Yes,231250,>10%,Medium Term,Paying off college debt,Employed,Aggressive,2,1,H
371261e0-7268-450f-8b0b-e986566c7140,Jose Smith,1976-04-15,Male,108757,No,140060,>10%,Long Term,Buying a house,Unemployed,Aggressive,2,1,H
9fe830b4-a044-4f72-81de-885283efecbd,Sarah Garcia,1998-03-31,Male,103978,Yes,103578,<5%,Medium Term,Saving for vacation,Self-Employed,Aggressive,2,1,H
cf316569-2ac1-47d1-8cd6-7cbec23baab8,Thomas Richard,1999-12-26,Other,786572,Yes,466124,>10%,Long Term,Buying a house,Retired,Aggressive,2,1,H
f023b7db-e62a-4f4e-9317-2eb4d2791956,Elizabeth Richard,1969-08-12,Female,36160,Yes,30826,<5%,Long Term,Saving for vacation,Employed,Aggressive,2,1,H
d404e35b-8a41-4af6-b756-8840ea137281,Michael Hanson,2000-11-19,Female,1518618,Yes,422981,>10%,Long Term,Paying off college debt,Unemployed,Aggressive,2,1,H
5e140fef-ade8-4444-bacf-cb40d7470de0,Jessica Warner,1965-09-28,Male,1947216,Yes,269897,<5%,Short Term,Buying a house,Unemployed,Aggressive,2,1,H
b3de3ad3-ff1c-4b06-9217-fb3a36b839c5,Jacob Sutton Jr.,1991-09-02,Male,1775544,Yes,86687,<5%,Medium Term,Saving for vacation,Self-Employed,Aggressive,2,1,H
518dff20-f7c7-4514-84c0-e32371ab97cc,Seth Garcia,2006-04-17,Female,1807271,No,21690,5-10%,Medium Term,Building an emergency fund,Retired,Moderate,1,0,M
5ef16b8f-3961-4777-9cbd-27599172d2d6,Harold Alexander,1979-12-27,Female,1913014,No,49265,5-10%,Short Term,Paying off college debt,Employed,Aggressive,2,1,H
adcea704-9e02-4a8d-b097-897f701e7e7f,Mr. Anthony Morris,2002-07-25,Male,162678,Yes,135761,5-10%,Medium Term,Investing in a business venture,Unemployed,Aggressive,2,1,H
73d61c8d-c9b7-4754-a216-e2851326c688,Krystal Hansen,1978-06-29,Female,1315664,Yes,62799,5-10%,Short Term,Investing in a business venture,Unemployed,Aggressive,2,1,H
964242ac-7795-49e3-903d-b247f67265ee,Katherine King,1970-04-24,Other,372980,No,481703,>10%,Long Term,Building an emergency fund,Retired,Moderate,1,0,M
4f56c73c-7077-4274-8320-ad75b21ff1fe,Vincent Rose,1971-03-27,Female,459402,No,100571,>10%,Short Term,Buying a house,Employed,Aggressive,2,1,H
4f3cbcbc-0169-4c64-9812-1bd38bba47fe,Maria Wilson,1985-01-03,Male,783703,No,416873,5-10%,Short Term,Investing in a business venture,Employed,Aggressive,2,1,H
da40675d-91c3-4bd8-9ddb-eced31007037,William Briggs,1968-06-12,Male,1575136,Yes,222190,5-10%,Medium Term,Buying a house,Unemployed,Aggressive,2,1,H
3933e2f4-3604-4b50-a501-adde205833cd,Willie Hall,1968-12-23,Female,602878,Yes,308163,5-10%,Medium Term,Saving for vacation,Unemployed,Aggressive,2,1,H
5de77634-c02b-4faa-9ae5-2d69011c9094,Jose Johnson,1963-09-04,Female,407381,No,9198,<5%,Long Term,Building an emergency fund,Unemployed,Moderate,1,0,M
bd903b44-0721-45f2-85d7-0842634b71cb,Melissa Jackson,1967-12-27,Female,1025690,No,40461,>10%,Short Term,Buying a house,Unemployed,Aggressive,2,1,H
a6e389e8-04f5-4999-adc1-0f7a36731150,Lisa Young,1960-05-13,Female,1315372,Yes,325924,5-10%,Medium Term,Investing in a business venture,Retired,Moderate,1,0,M
5826492d-dd71-4d17-9f75-ec8c31c8d928,Stacey Johnson,1984-11-28,Male,920299,Yes,311944,<5%,Long Term,Securing a comfortable retirement,Retired,Conservative,0,2,L
7a58c0ad-cf4d-4fb0-968d-7a396c17be1b,Christine Warren,1976-11-19,Other,1275752,No,446100,<5%,Long Term,Saving for children's education,Employed,Moderate,1,0,M
5a99afdf-e8e1-4263-a6aa-90231e3f494f,Melanie Cox,1989-04-15,Male,1416085,No,447049,<5%,Short Term,Paying off college debt,Employed,Aggressive,2,1,H
793eecc7-4639-433e-b9f0-435d76664cb6,Thomas Klein,1987-12-19,Female,1451403,No,409982,<5%,Short Term,Securing a comfortable retirement,Self-Employed,Moderate,1,0,M
73d572e3-c380-4079-a44e-28f09afdf4af,Logan Burnett,1965-05-16,Other,1648119,No,490170,<5%,Medium Term,Buying a house,Self-Employed,Moderate,1,0,M
f0f50e62-70f1-4db0-bd6d-42ce812128c8,Christopher Murphy,1974-06-09,Other,1502194,Yes,182242,<5%,Long Term,Paying off college debt,Self-Employed,Moderate,1,0,M
54133b7b-9e03-4328-8ad9-78efeec3f24a,Jennifer Freeman,1993-06-22,Other,701797,No,14602,>10%,Short Term,Building an emergency fund,Unemployed,Aggressive,2,1,H
00440b05-9a05-40b2-b301-a9d46b0ac57c,Reginald Munoz,2001-01-24,Male,1036626,No,449296,>10%,Medium Term,Paying off college debt,Retired,Aggressive,2,1,H
6856d522-0bd6-41d1-8e30-be6dd74b063f,Elizabeth Haynes,1992-11-16,Female,1260974,No,493921,5-10%,Medium Term,Saving for vacation,Unemployed,Aggressive,2,1,H
e7b8820f-bdad-491e-85a7-26ec691c4b8d,Jamie Hall,1974-09-30,Female,201080,No,235371,>10%,Short Term,Investing in a business venture,Retired,Aggressive,2,1,H
9cbaf14a-c0bc-4437-b357-3e1970e2b334,Timothy Moyer,1974-01-06,Male,346818,No,166873,>10%,Long Term,Building an emergency fund,Unemployed,Moderate,1,0,M
312f102b-dbaf-49da-aa66-6e8802f32221,Steven Martin,1976-09-30,Male,572456,No,497966,<5%,Short Term,Saving for children's education,Self-Employed,Moderate,1,0,M
cc4361fd-6a37-4563-abc7-41610e4558aa,Christine Crawford,1995-03-02,Male,1060790,No,158954,<5%,Long Term,Building an emergency fund,Retired,Conservative,0,2,L
79aeb0b6-8a42-449c-908c-6b864fb02d04,Bradley White,1974-06-25,Other,425984,No,265679,5-10%,Long Term,Buying a house,Self-Employed,Aggressive,2,1,H
ee64f10a-f493-47ab-a3e4-dff57654c9c0,Vanessa Wallace,1980-04-28,Other,1012395,Yes,483347,<5%,Medium Term,Saving for vacation,Retired,Aggressive,2,1,H
2992524d-be81-471d-9d09-7dc065f90383,Rebecca Lee,1960-07-13,Female,1199557,Yes,180595,<5%,Medium Term,Buying a house,Self-Employed,Moderate,1,0,M
fde1b340-c7ee-4e66-ac65-4edf1bbcb6c3,Tracy Rodriguez DVM,1963-01-02,Male,1898297,Yes,198701,<5%,Medium Term,Paying off college debt,Self-Employed,Moderate,1,0,M
df78d5c1-348f-4093-9004-bbcc124118ab,Gwendolyn Alvarado,1985-12-08,Male,964684,No,493049,>10%,Short Term,Securing a comfortable retirement,Unemployed,Aggressive,2,1,H
50991b46-82d3-41fd-98cc-e21201ae4001,Donald Simpson,1975-05-20,Male,378956,Yes,49399,<5%,Medium Term,Securing a comfortable retirement,Retired,Moderate,1,0,M
dfa62def-c522-4e42-aaae-1a75f5488520,Kristen Patel,1987-11-28,Female,202111,Yes,39180,>10%,Short Term,Securing a comfortable retirement,Retired,Aggressive,2,1,H
c867a267-bc66-4223-9038-48cb7d2fffd3,Sharon Clarke,2000-04-09,Male,1888726,No,283807,<5%,Long Term,Building an emergency fund,Retired,Moderate,1,0,M
03e742a0-93db-4876-ac63-e7374594f01d,Victor Meadows,1960-10-30,Male,165402,No,446151,<5%,Medium Term,Saving for children's education,Unemployed,Moderate,1,0,M
2c0c89b9-715b-4b63-b7ee-685889e0ff49,Kathryn Turner,2000-10-13,Other,1755552,Yes,192220,<5%,Medium Term,Paying off college debt,Unemployed,Aggressive,2,1,H
bcdfe07e-4b1c-48ec-9181-424eeb5a8cec,Lucas Young,1996-06-19,Male,107356,No,335268,5-10%,Medium Term,Buying a house,Self-Employed,Aggressive,2,1,H
0fb9e455-6d28-4f68-8bda-db6fc8ef5cd9,Michael George,1986-08-30,Female,1161598,No,477349,>10%,Medium Term,Paying off college debt,Retired,Aggressive,2,1,H
c711d741-7c0d-44cf-8ea8-2206a117bbfe,Andre Adams,1976-05-12,Other,1067745,No,399516,5-10%,Short Term,Investing in a business venture,Employed,Aggressive,2,1,H
6b2cf269-df51-4369-932a-22dbe5b8d220,Jose Fernandez,1980-04-10,Male,1961147,No,359714,5-10%,Short Term,Building an emergency fund,Unemployed,Aggressive,2,1,H
fed4dd3b-b213-4e2e-acc3-30c8ebd52b68,Ian Young,1998-08-18,Female,345268,Yes,110635,5-10%,Short Term,Saving for vacation,Unemployed,Aggressive,2,1,H
d5fe70b1-d2e0-41a0-8751-75aa9c37ed89,Amber Bartlett,1994-05-27,Female,1262715,No,91676,>10%,Short Term,Paying off college debt,Employed,Aggressive,2,1,H
63c9f925-9373-4ab5-bad2-5d3528d66c98,Evan Swanson,1976-06-14,Female,1651907,No,12138,5-10%,Medium Term,Saving for children's education,Employed,Moderate,1,0,M
7d74fb58-5418-4535-8f68-c55b398cf811,Paul Brown,1959-09-25,Male,1702700,No,459381,5-10%,Short Term,Investing in a business venture,Employed,Aggressive,2,1,H
26b7aa89-ff05-4ece-8e40-0aa597e4a01a,Manuel Bryant,1970-11-23,Other,1859812,Yes,418512,5-10%,Long Term,Buying a house,Employed,Aggressive,2,1,H
29ced1f3-e022-4403-8ce7-2b2bc201e2d5,Heather Gaines,1982-02-03,Other,736061,Yes,321475,>10%,Medium Term,Paying off college debt,Unemployed,Aggressive,2,1,H
d930a67b-eca2-4553-8544-1e896c004d61,Jennifer Nichols,1972-10-16,Female,1843606,No,165215,<5%,Short Term,Paying off college debt,Retired,Moderate,1,0,M
297fbc25-c862-4aca-9506-cbc8fa9eb236,Amber Francis,1988-04-19,Other,1514122,Yes,317026,>10%,Long Term,Buying a house,Retired,Aggressive,2,1,H
658e8bf3-7af1-4a3b-8cdd-d87ad8965541,Melissa Pollard,1991-06-25,Female,1286658,No,331559,>10%,Short Term,Saving for children's education,Self-Employed,Aggressive,2,1,H
b3098c45-fb0c-4438-ab22-97cdef04f26d,Austin Miller,1977-02-02,Female,1909506,No,468363,<5%,Long Term,Saving for children's education,Employed,Moderate,1,0,M
43a90a5c-7382-44a1-9270-bca17ca55a65,David Harvey,1996-03-24,Male,650524,No,354747,>10%,Long Term,Building an emergency fund,Employed,Moderate,1,0,M
4dbc6814-b796-44c4-8d58-0c27d433af51,Jennifer Brown,1990-04-25,Male,973990,No,86805,<5%,Medium Term,Saving for vacation,Self-Employed,Moderate,1,0,M
e5d6836b-df05-46b0-a7e1-f62295d45ba9,Megan Hoover,1999-08-04,Other,1268467,Yes,495707,>10%,Short Term,Saving for children's education,Self-Employed,Aggressive,2,1,H
039a72c6-59c2-4b83-8cc6-f34c6932c890,Michael Wilson,1962-07-30,Other,1159600,No,435764,<5%,Medium Term,Saving for vacation,Unemployed,Aggressive,2,1,H
9bd49fc3-a7e1-4fbe-a64f-1089a4ba9987,Dawn Tran,1968-08-06,Male,891499,Yes,147179,>10%,Medium Term,Building an emergency fund,Employed,Moderate,1,0,M
6db67e7b-847c-472b-bbb3-5ae4d1eafcac,Christopher Rose,1982-12-15,Female,344749,Yes,300950,>10%,Long Term,Saving for children's education,Self-Employed,Aggressive,2,1,H
7a7942b4-53cb-4273-8339-33b2456e25a2,Angela Jones,1990-04-14,Male,1034582,Yes,253844,5-10%,Short Term,Investing in a business venture,Retired,Aggressive,2,1,H
46bbfc10-1d63-4acc-92e8-3244b6bf9441,Ronald Medina,1965-07-01,Other,1554985,No,17227,5-10%,Short Term,Paying off college debt,Unemployed,Aggressive,2,1,H
4cbfeb0b-4231-451d-a26b-458ea8457926,Mary Ford,1979-08-12,Male,266981,Yes,242217,<5%,Short Term,Securing a comfortable retirement,Retired,Aggressive,2,1,H
c2a5e3cf-5861-474b-b121-b97fc9eafec9,Keith Benson,2004-04-27,Other,1361878,No,335836,>10%,Short Term,Building an emergency fund,Employed,Aggressive,2,1,H
ed3bf2d5-5999-496f-9a30-6c8d61f8062b,Gregory Gray,1962-07-18,Female,1292452,Yes,89334,>10%,Long Term,Paying off college debt,Unemployed,Aggressive,2,1,H
326436a2-4191-4747-9e4a-16b2f7bf50e8,Judith Gonzalez,1968-05-15,Other,1272705,No,26689,<5%,Short Term,Investing in a business venture,Employed,Moderate,1,0,M
2aa9d933-8eb4-4549-a770-e19b137efe69,Cassandra Rhodes,1961-07-27,Male,1500884,Yes,450549,5-10%,Medium Term,Securing a comfortable retirement,Employed,Moderate,1,0,M
343c6795-0d01-4a80-b9d1-5ddceac4976e,Rachel Henderson,1974-03-21,Male,948170,Yes,108412,5-10%,Long Term,Saving for children's education,Employed,Conservative,0,2,L
74c65c89-949e-4937-bc86-c6ec4d71d307,Kimberly Bowman,1998-03-12,Male,557942,Yes,453898,>10%,Medium Term,Saving for vacation,Retired,Aggressive,2,1,H
765b367e-8d47-461b-9717-04fd25e4bb4f,Stephen Lambert,1965-11-15,Other,1669203,Yes,90829,>10%,Long Term,Saving for vacation,Retired,Moderate,1,0,M
d7866597-16e4-4c5d-be4f-07a819c7fb1e,Lisa Smith,2006-01-01,Female,482407,Yes,15822,5-10%,Medium Term,Securing a comfortable retirement,Retired,Aggressive,2,1,H
a03c0da7-7968-4214-8752-226a2520cf79,Stephanie Stevens,1996-12-18,Female,606221,No,203644,<5%,Short Term,Buying a house,Retired,Moderate,1,0,M
27cbaed5-d85e-4d59-9fdd-4e6f31dff8ce,Laura Johnson,1984-03-11,Female,1463521,Yes,43353,5-10%,Long Term,Securing a comfortable retirement,Unemployed,Moderate,1,0,M
7d94f52a-2a06-441d-8e3c-64c130757e54,Ashley Cunningham,1966-06-01,Male,1746708,Yes,388223,<5%,Medium Term,Buying a house,Retired,Moderate,1,0,M
a96b1613-1419-4673-84dc-ab846b7d7526,Tammy Wood,1964-12-18,Male,465498,Yes,401224,<5%,Short Term,Buying a house,Employed,Aggressive,2,1,H
dd02a2ad-b0df-4ad0-b219-144e3fa88660,Melissa Vang,1973-01-22,Female,1445282,No,293887,<5%,Short Term,Securing a comfortable retirement,Self-Employed,Moderate,1,0,M
669c01dd-6258-4e55-be00-ee599e1b7602,Nicole Douglas MD,1966-12-24,Female,1042153,Yes,407951,5-10%,Short Term,Saving for vacation,Retired,Aggressive,2,1,H
c88bb334-fd7f-4296-9184-31d32f65e51f,April Collins,1977-11-09,Male,943743,Yes,24089,5-10%,Short Term,Building an emergency fund,Retired,Moderate,1,0,M
37bc5943-2321-4ae0-b6ca-618e573b75b0,Gina Barber,1967-10-03,Female,1612306,No,453607,5-10%,Long Term,Saving for children's education,Self-Employed,Moderate,1,0,M
c3456b9f-d874-4123-a15e-fccc18f64060,Christie Moore,1993-02-28,Other,1271249,No,331821,<5%,Long Term,Saving for vacation,Self-Employed,Aggressive,2,1,H
80f42208-9a8c-4137-ab3b-b20f4c3c4cc1,Allen Wilson,2005-09-06,Other,934964,Yes,468520,5-10%,Long Term,Buying a house,Employed,Aggressive,2,1,H
0d866fce-10f2-4765-860f-24f4ddc16b16,Rachel Martinez,1976-09-19,Male,1395502,No,261807,<5%,Long Term,Building an emergency fund,Employed,Moderate,1,0,M
8c25e7b1-ed55-47e8-b2df-aa35dc418913,Karen Butler,1995-04-23,Male,54836,Yes,213551,<5%,Medium Term,Paying off college debt,Employed,Aggressive,2,1,H
a84625f3-01f6-45da-aa30-8f6d0384c184,Gina Bennett,2004-03-05,Other,1253145,Yes,194967,>10%,Long Term,Saving for vacation,Self-Employed,Aggressive,2,1,H
e943bdc6-ee04-4c88-8808-dc43458cdf93,Susan Rice,1960-03-22,Male,1136255,Yes,375486,<5%,Medium Term,Securing a comfortable retirement,Retired,Moderate,1,0,M
a573c747-e51e-4835-aef8-569050d3a57b,Keith Martin,1968-04-24,Other,36422,No,86339,>10%,Long Term,Securing a comfortable retirement,Employed,Moderate,1,0,M
3c31a0d0-3810-4e72-b425-d73efac398e8,Robin Morrow,1999-09-02,Female,1295542,Yes,365711,>10%,Medium Term,Saving for vacation,Employed,Aggressive,2,1,H
22b7cb40-1cc7-4296-8eae-57c5a3347a56,Betty Chavez,1990-04-04,Female,796181,No,371838,5-10%,Medium Term,Securing a comfortable retirement,Employed,Moderate,1,0,M
d1b30b02-e86b-42d5-beaa-35776c72af89,Robert Williams,2003-11-06,Female,1253207,Yes,164410,5-10%,Short Term,Buying a house,Employed,Aggressive,2,1,H
6b83d696-523e-4349-9fd4-b8dcf30573c4,Michael Griffin,1959-07-27,Other,1261263,Yes,182592,>10%,Medium Term,Securing a comfortable retirement,Self-Employed,Moderate,1,0,M
67307c80-9b88-4b72-ace2-8673d578b1e4,Caroline Williams,1986-05-08,Other,677481,No,85082,5-10%,Medium Term,Saving for children's education,Retired,Conservative,0,2,L
8ed437bd-1208-4bcb-ab4a-ce038b8d391a,Travis Davis,1983-05-03,Male,1740683,No,212835,>10%,Long Term,Saving for vacation,Self-Employed,Aggressive,2,1,H
e10fdf3c-bea4-4a5d-9ac2-f743c0022918,Robin Olsen,1975-07-23,Male,1654895,No,273400,5-10%,Long Term,Saving for children's education,Unemployed,Moderate,1,0,M
4034d380-b784-4e06-b388-c816c5a19a79,Stephen Booker,1994-04-27,Other,992987,Yes,132330,>10%,Medium Term,Building an emergency fund,Employed,Moderate,1,0,M
94bc2fbd-d2f4-4d2c-8732-71d40a3d894d,Lacey Figueroa,1976-07-04,Other,719918,Yes,327548,5-10%,Short Term,Securing a comfortable retirement,Retired,Moderate,1,0,M
e156afd4-6996-4799-99f5-6098f563f86e,Stephanie Wyatt,1979-04-06,Other,745567,Yes,143508,>10%,Medium Term,Paying off college debt,Unemployed,Aggressive,2,1,H
9468e726-f4ea-4383-a7dc-1150727033c6,Deborah Garcia,1997-01-17,Male,1890176,No,326310,5-10%,Medium Term,Buying a house,Employed,Aggressive,2,1,H
e802f080-3ea0-4d6b-be47-6e63ade760f3,Sheri Robinson,2004-09-09,Female,291300,No,327726,5-10%,Long Term,Securing a comfortable retirement,Self-Employed,Aggressive,2,1,H
